,card,reports,age,income,share,expenditure,owner,selfemp,dependents,months,majorcards,active,sex,race
952,1,0,32.83333,2.0,0.0938035,156.0892,yes,no,2,8,0,2,Male,Black
953,1,0,44.33333,4.3,0.01639512,57.91583000000001,yes,no,3,156,1,9,Male,White
954,1,0,38.16667,5.5,0.04493018,205.5133,yes,no,4,99,1,9,Female,White
955,1,0,37.33333,5.92,0.03028024,149.2992,yes,no,2,48,1,7,Male,White
956,1,1,44.25,7.6,0.04906355,310.7358,yes,no,6,207,1,11,Male,Black
957,1,0,18.16667,2.82,0.0418539,97.94,no,no,0,2,0,1,Male,White
958,1,0,24.58333,2.2,0.06938273,127.1183,yes,no,0,229,0,1,Male,Black
959,1,0,47.5,2.6611,0.09956446,220.7925,yes,no,0,269,1,8,Male,White
960,0,3,31.66667,7.5,0.00016,0.0,no,no,0,30,1,7,Female,Black
961,1,0,33.08333,4.0,0.2564355,854.785,yes,no,2,42,1,4,Male,Other
962,1,0,31.58333,6.5,0.1113085,602.9208,yes,no,2,12,1,6,Female,Black
963,1,0,38.41667,5.6,0.0934841,436.2592,yes,no,4,114,0,7,Male,White
964,0,0,19.58333,2.1,0.0005714286,0.0,no,no,0,124,1,2,Female,Black
965,1,0,35.33333,4.5,0.01804822,67.0975,yes,no,1,14,1,0,Male,Black
966,1,0,29.25,2.51,0.04510837,94.26833,no,no,1,12,0,0,Male,Other
967,1,2,46.0,10.032,0.01013447,84.39083000000001,yes,no,2,134,1,15,Female,Other
968,1,0,19.91667,3.5,0.06020943,175.4442,no,no,1,24,1,3,Male,White
969,1,0,22.83333,3.5,0.04541571,132.1292,no,yes,0,8,1,3,Male,White
970,1,0,24.33333,3.9,0.09410384,305.8375,no,no,2,27,1,0,Male,White
971,1,0,18.5,2.5,0.2115316,440.6908,no,no,0,4,0,1,Male,White
972,1,0,49.16667,5.2,0.146526,634.8625,yes,no,1,303,1,11,Male,White
973,0,0,47.75,1.5,0.0008,0.0,yes,no,0,60,1,0,Female,Other
974,1,0,49.16667,9.9999,0.01116311,92.44167,yes,no,4,218,0,12,Male,White
975,1,0,57.58333,4.1,0.08389854,286.57,yes,no,3,121,1,15,Male,Other
976,1,0,24.58333,2.2,0.06601682,121.0308,no,no,0,22,1,6,Male,Other
977,1,0,26.41667,4.38,0.03736278,136.1242,yes,no,5,24,1,6,Male,White
978,0,5,38.25,2.4852,0.0004828584999999,0.0,no,no,2,24,1,10,Female,Other
979,1,1,29.58333,6.6,0.09274364,510.09,yes,no,0,24,1,14,Female,Other
980,1,1,30.66667,2.74,0.01856679,42.31083,yes,no,3,76,1,8,Female,Other
981,1,1,58.91667,2.7,0.003222222,6.416667,yes,no,0,252,1,8,Male,Other
982,1,0,38.5,3.2618,0.00294316,7.0833330000000005,no,no,4,18,1,0,Female,White
983,1,0,45.66667,5.8,0.03306483,159.73,yes,no,0,118,1,6,Female,Black
984,1,0,25.83333,2.5,0.0598015999999999,124.5033,no,no,0,6,0,0,Female,White
985,1,0,30.0,3.5,0.3527866,1028.961,yes,no,0,6,0,2,Male,White
986,0,0,80.16666,1.5,0.0008,0.0,no,no,0,24,1,0,Female,White
987,0,0,25.58333,1.75,0.0006857142999999,0.0,no,no,0,108,0,0,Female,Other
988,0,5,40.08333,4.4,0.0002727273,0.0,yes,no,1,84,1,15,Male,Black
989,1,0,42.08333,4.7,0.01847894,71.95917,yes,yes,3,150,1,2,Male,Other
990,1,0,49.0,3.3,0.04070939,111.6175,yes,no,0,252,1,0,Male,White
991,1,0,44.0,5.8,0.07990742,386.0525,yes,no,4,25,1,16,Male,White
992,0,1,43.16667,5.32,0.0002255639,0.0,yes,no,5,110,1,7,Female,White
993,1,0,25.0,2.4,0.0315875,62.50833000000001,no,no,0,192,1,9,Male,Other
994,1,0,43.83333,3.25,0.05890216,159.36,yes,no,2,109,1,6,Female,Black
995,1,0,24.5,3.06,0.1705402,434.8775,no,no,0,3,1,0,Male,Other
996,1,0,39.5,3.0,0.016231,40.3275,yes,no,3,14,1,9,Male,Black
997,1,0,25.66667,2.2,0.02147727,38.70833,yes,no,1,26,1,7,Male,Other
998,1,0,43.66667,3.0,0.02302267,57.30667,yes,no,1,3,1,5,Female,Black
999,1,0,46.33333,4.2,0.008841666,30.44583,yes,no,1,216,1,27,Female,Other
1000,1,0,34.16667,2.37,0.05412025,106.7208,yes,no,0,38,1,13,Male,White
1001,1,1,38.83333,2.52,0.08646706,181.4142,yes,no,0,138,1,8,Male,White
1002,1,1,37.08333,5.49,0.160214,732.9792,yes,no,1,60,1,19,Female,Other
1003,1,0,19.5,2.98,0.0004026846,0.0,no,no,0,18,1,0,Female,White
1004,0,0,27.41667,3.6,0.0003333333,0.0,no,no,0,18,1,2,Male,Black
1005,1,0,39.91667,2.25,0.05117067,95.52834,yes,no,0,240,1,7,Male,White
1006,1,0,45.66667,3.224,0.333848,896.9384,yes,no,5,168,0,9,Female,Other
1007,1,0,52.16667,5.0,0.0204977999999999,85.24083,yes,no,1,201,0,16,Male,Black
1008,0,3,34.75,2.67,0.0004494382,0.0,no,no,0,51,1,25,Female,Black
1009,1,0,30.08333,3.75,0.09561973,298.4783,yes,no,1,12,1,9,Female,Black
1010,1,0,61.58333,3.75,0.00032,0.0,yes,no,0,288,1,5,Male,White
1011,1,0,32.66667,3.7,0.004068919,11.7125,yes,no,2,30,1,15,Male,White
1012,1,0,38.83333,3.3,0.02411576,65.81834,yes,no,3,188,1,19,Male,Other
1013,1,0,37.08333,7.0,0.1540158999999999,898.4258,yes,no,3,24,1,8,Female,White
1014,1,2,33.5,3.3748,0.1758282,494.4875,no,no,1,66,1,15,Male,Other
1015,0,0,30.08333,3.12,0.0003846154,0.0,no,no,2,12,0,5,Male,Black
1016,1,0,42.66667,2.59,0.03148378,67.53584000000001,yes,yes,3,96,1,5,Female,White
1017,1,2,29.41667,2.1,0.07229714,126.1033,yes,no,3,90,0,5,Female,Other
1018,1,0,52.66667,3.0,0.039573,98.6825,yes,no,1,220,1,8,Male,Other
1019,1,0,29.83333,3.0,0.1059863,264.9658,yes,no,1,51,0,11,Male,Other
1020,1,0,45.75,4.4,0.004863637,17.08333,yes,no,3,12,1,18,Male,Other
1021,1,0,30.16667,3.1,0.1816442,469.2475,yes,no,2,40,1,15,Male,Black
1022,1,0,30.83333,2.98,0.04374329,108.2958,no,no,3,36,1,9,Female,Black
1023,1,0,22.25,2.8,0.2532993,590.9484,yes,no,1,6,1,7,Female,White
1024,0,0,37.16667,1.8339,0.0006543432,0.0,no,no,2,52,1,0,Female,White
1025,1,0,22.0,3.2905,0.01756572,48.08333,no,no,2,21,1,5,Female,White
1026,1,0,29.0,2.7,0.0004444444,0.0,no,no,0,24,1,20,Female,White
1027,1,0,28.33333,3.9,0.04364769,141.6883,yes,no,1,49,1,17,Male,Black
1028,0,5,27.16667,1.8,0.0006666667,0.0,no,no,2,34,1,7,Female,Black
1029,1,0,31.33333,3.2,0.04113469,109.6092,no,no,2,17,1,0,Male,White
1030,1,0,32.66667,3.65,0.5383649,1637.527,yes,no,1,32,1,7,Male,Other
1031,1,0,30.58333,3.5,0.03930543,114.5575,no,no,5,57,1,9,Female,Black
1032,1,0,40.66667,4.77,0.003146122,11.6725,yes,no,0,144,1,10,Male,Black
1033,1,0,39.08333,4.2,0.006554524,22.3575,yes,no,0,24,1,5,Male,Other
1034,0,10,43.25,5.0,0.0002399999999999,0.0,yes,yes,4,144,1,11,Male,Other
1035,1,0,24.75,2.0,0.0549975,91.4125,yes,yes,1,24,0,10,Male,Other
1036,1,0,26.5,2.6,0.1106476999999999,239.4867,yes,no,0,12,1,13,Male,White
1037,1,0,61.16667,5.0,0.0457034,190.4308,yes,no,2,6,0,0,Male,Other
1038,1,0,44.08333,4.0,0.02011975,66.7325,yes,yes,2,120,1,12,Female,White
1039,1,0,61.08333,5.3726,0.04957879,221.8892,yes,yes,0,12,1,0,Female,Black
1040,1,0,40.66667,2.7246,0.1966153,446.415,no,no,2,36,1,14,Male,White
1041,1,0,20.83333,1.8,0.5535178000000001,830.2767,no,no,0,5,0,0,Male,Other
1042,1,0,45.91667,4.0,0.03421425,113.6308,yes,no,2,24,0,16,Female,White
1043,1,0,26.83333,2.1,0.0005714286,0.0,no,no,2,30,1,18,Female,White
1044,0,0,33.58333,2.55,0.0004705882,0.0,no,no,3,36,1,0,Female,Black
1045,1,0,30.66667,2.5,0.0611788,127.3725,yes,no,1,24,1,23,Male,White
1046,1,0,23.91667,2.0,0.100191,166.9017,no,no,0,9,1,0,Female,White
1047,1,0,34.83333,3.0,0.126377,315.9425,no,no,6,12,0,16,Female,Black
1048,1,0,38.58333,2.6,0.07939731,171.8608,yes,no,0,51,1,9,Male,White
1049,1,1,35.83333,2.4,0.02359458,46.60583,no,yes,1,37,1,13,Male,Black
1050,1,0,36.0,4.0,0.0920405,306.4683,yes,no,0,12,1,11,Male,Other
1051,1,0,42.66667,6.2,0.006145161,31.0,yes,no,2,132,1,14,Male,Other
1052,1,0,22.58333,2.2,0.07661773,140.2992,no,no,0,9,1,3,Male,Other
1053,0,1,28.5,2.0,0.0006,0.0,no,no,3,0,1,2,Female,White
1054,1,1,44.91667,5.8,0.03635741,175.6442,yes,no,2,148,1,16,Male,Black
1055,1,0,30.58333,1.8,0.01989944,29.51583,no,no,0,6,1,10,Male,Other
1056,1,0,27.25,3.264,0.02482904,67.20167,no,no,0,16,1,5,Male,White
1057,1,0,24.0,2.1,0.0836781,146.27,yes,no,0,24,1,14,Male,Other
1058,1,0,23.41667,2.7456,0.002403846,4.5833330000000005,no,no,0,7,1,9,Female,White
1059,1,1,55.33333,3.7,0.05220054,160.4517,yes,no,1,300,1,4,Female,Other
1060,1,0,35.16667,4.815,0.04295223,171.5125,yes,no,2,48,1,18,Male,White
1061,1,0,46.33333,3.05,0.003491803,8.125,yes,no,0,96,0,4,Female,Other
1062,1,0,39.41667,2.4,0.1922946,384.1725,no,no,1,96,1,7,Male,White
1063,1,0,34.91667,5.0,0.4258454,1774.356,yes,no,3,36,1,7,Female,Other
1064,1,0,19.08333,2.6,0.1316562,285.255,no,no,0,87,1,2,Male,White
1065,1,0,27.58333,4.0,0.01495,49.25,yes,yes,3,40,1,13,Female,White
1066,1,0,46.25,6.8,0.007138088,40.19917,yes,yes,0,48,1,2,Male,Black
1067,1,0,47.16667,1.94,0.01680412,26.5,no,no,0,10,0,13,Male,White
1068,1,0,25.41667,2.45,0.09007061,183.5608,no,no,0,48,1,6,Female,Other
1069,1,0,51.33333,4.53,0.0121468,45.35417,yes,no,4,126,0,5,Male,White
1070,1,0,41.0,6.825,0.1168531999999999,664.6025,no,no,2,12,1,0,Male,Other
1071,1,1,36.33333,3.85,0.01171896,37.015,no,no,1,36,1,8,Male,White
1072,1,0,32.41667,2.75,0.3767844,862.9642,yes,no,2,27,1,9,Male,White
1073,0,3,41.75,3.5,0.0003428572,0.0,yes,no,2,38,1,19,Female,White
1074,0,3,32.75,3.0,0.0004,0.0,yes,no,3,32,1,7,Female,White
1075,1,0,21.91667,2.3,0.07491956,143.4292,yes,no,2,24,1,10,Male,Other
1076,1,0,29.25,1.8,0.08336612,124.6325,no,no,0,51,1,3,Male,White
1077,1,0,21.08333,2.2,0.3152637,577.9833,no,no,0,143,1,6,Female,Other
1078,1,0,34.66667,4.8,0.06658583,266.3433,yes,no,3,15,1,0,Male,Other
1079,1,0,27.91667,2.04,0.01792304,30.0525,yes,no,2,38,1,4,Female,White
1080,1,1,36.5,1.68,0.138147,193.3225,yes,no,0,44,1,12,Male,Other
1081,1,0,24.0,2.7811,0.05255475,121.6333,no,no,0,3,1,0,Male,Other
1082,1,0,63.75,6.0,0.001833333,8.333333,no,no,0,50,1,14,Male,White
1083,1,0,25.83333,3.5,0.054492,158.6017,no,no,0,34,0,2,Female,White
1084,0,4,42.41667,1.8,0.0006666667,0.0,no,no,2,48,1,10,Female,Black
1085,1,0,35.0,3.9,0.05496077,178.4558,yes,no,2,36,1,7,Female,Other
1086,1,0,20.66667,2.0,0.100224,167.04,no,no,0,14,1,1,Male,Black
1087,1,2,41.83333,7.1195,0.09599761,569.5458,yes,no,3,96,1,6,Male,White
1088,0,2,24.91667,1.85,0.0006486487,0.0,no,no,0,14,0,3,Female,Black
1089,1,0,32.08333,1.6,0.263585,351.3633,no,no,0,6,1,3,Male,White
1090,1,0,34.08333,4.85,0.04899547,198.0233,yes,no,2,114,1,12,Male,White
1091,1,0,37.16667,2.825,0.06534584,153.7517,yes,no,0,240,1,2,Male,Other
1092,0,1,27.08333,2.7,0.0004444444,0.0,no,no,1,169,0,6,Female,Black
1093,0,0,56.0,1.45,0.0008275861999999,0.0,yes,no,0,242,1,4,Female,Black
1094,1,0,26.75,1.8,0.0066111109999999,9.166667,yes,no,0,53,1,9,Male,White
1095,0,0,33.25,3.7,0.0003243243,0.0,yes,no,2,72,1,0,Male,White
1096,1,0,19.16667,1.9,0.2829620999999999,448.0233,no,no,0,192,0,1,Female,White
1097,1,0,35.91667,2.62,0.2154031,470.2967,yes,no,1,6,0,9,Male,Black
1098,1,0,25.16667,3.75,0.128076,400.0708,yes,no,0,7,1,11,Male,White
1099,1,0,45.75,4.5,0.03987022,149.0967,yes,no,2,132,1,9,Male,Other
1100,0,4,38.5,3.7,0.0003243243,0.0,no,no,2,24,1,11,Female,Black
1101,1,1,42.0,3.836,0.103933,332.2392,yes,no,3,14,1,14,Male,Black
1102,0,0,25.83333,1.59,0.000754717,0.0,no,no,0,87,1,9,Female,Black
1103,0,2,25.91667,2.07,0.0005797101,0.0,no,no,0,20,0,7,Female,Other
1104,1,0,31.08333,5.1,0.1696612,721.06,yes,no,3,15,1,9,Male,White
1105,0,3,40.5,4.0128,0.0002990431,0.0,no,no,1,12,1,17,Female,White
1106,1,0,67.16666,4.4692,0.002148035,7.0833330000000005,no,no,1,36,1,1,Male,Other
1107,1,0,33.08333,3.5,0.05705314,166.2383,no,no,0,26,1,1,Female,White
1108,1,0,45.75,5.0,0.001525,5.5208330000000005,yes,no,0,144,1,14,Male,Black
1109,1,1,28.16667,2.5,0.0032,5.8333330000000005,no,no,1,24,1,6,Female,Black
1110,1,0,30.41667,1.5,0.06344134,78.885,no,no,1,24,0,5,Male,White
1111,1,1,47.0,3.8425,0.006584255,20.25,yes,no,2,233,1,16,Male,White
1112,1,1,42.75,3.6,0.03806583,113.9475,yes,no,2,60,1,22,Male,Other
1113,1,0,44.5,2.95,0.2008407,493.7333,no,no,0,180,1,13,Male,White
1114,1,0,37.66667,2.385,0.1676499,332.7042,yes,yes,0,168,1,13,Male,Other
1115,1,0,28.0,2.16,0.02366667,42.51667,no,no,0,50,0,3,Female,White
1116,1,0,31.75,2.007,0.09045292,151.0325,no,no,1,4,1,0,Male,Other
1117,1,0,22.91667,1.56,0.09851731,128.0725,yes,no,0,6,0,7,Male,Black
1118,0,4,57.75,2.0,0.0006,0.0,yes,yes,0,36,0,44,Female,White
1119,1,0,23.0,2.9,0.0004137930999999,0.0,no,no,1,12,1,0,Female,White
1120,1,0,24.16667,3.7,0.07111514,219.2717,yes,no,1,8,1,5,Male,White
1121,1,0,37.16667,3.84,0.0118375,37.71333,no,no,3,10,1,0,Male,Black
1122,0,1,63.41667,2.1375,0.0005614035,0.0,yes,no,0,240,1,7,Male,Black
1123,0,0,23.0,2.4,0.0005,0.0,no,no,0,1,1,0,Male,Black
1124,1,0,24.33333,2.4,0.1813192,362.6383,no,no,0,16,1,0,Male,Other
1125,1,0,41.08333,2.0,0.0055,8.333333,yes,no,0,9,0,4,Male,Black
1126,0,0,28.16667,1.548,0.0007751938,0.0,no,no,3,5,0,1,Female,Black
1127,0,1,52.33333,2.0,0.0006,0.0,yes,no,3,54,1,7,Female,Other
1128,1,0,28.0,3.1,0.2248926,580.9725,yes,no,0,15,1,5,Male,Black
1129,1,0,28.75,2.5,0.01238,25.29167,yes,no,0,27,1,16,Male,White
1130,1,0,39.08333,5.1,0.04952431,210.2283,yes,no,3,60,0,22,Male,Black
1131,1,0,32.25,2.0,0.0730519999999999,121.3367,yes,no,1,24,1,2,Female,Black
1132,1,0,33.25,3.6,0.02599111,77.80666,no,no,3,16,1,9,Female,White
1133,1,0,25.0,3.3984,0.0003531073,0.0,yes,no,2,29,0,4,Female,White
1134,1,0,42.41667,4.2,0.02501619,87.30666,yes,no,4,36,1,14,Male,Other
1135,0,3,35.25,1.7,0.0007058823,0.0,yes,no,3,135,0,25,Male,Black
1136,0,0,33.08333,1.939,0.0006188757,0.0,no,no,1,96,1,5,Female,Black
1137,1,0,33.83333,2.9,0.1951082999999999,471.345,yes,no,2,147,1,8,Female,Black
1138,1,0,48.16667,1.7,0.01221235,16.63417,yes,no,0,108,1,18,Male,White
1139,0,0,26.75,4.9,0.000244898,0.0,no,no,2,6,1,0,Male,White
1140,1,0,40.08333,2.2224,0.3980818,737.0808,yes,no,2,10,1,14,Male,White
1141,1,0,32.41667,6.1064,0.1070066,544.5208,yes,no,1,67,1,1,Female,White
1142,0,1,20.91667,2.625,0.0004571429,0.0,no,yes,0,20,1,2,Female,Black
1143,0,2,21.5,1.56,0.0007692308,0.0,yes,no,0,1,1,12,Female,Black
1144,1,0,27.83333,2.652,0.07283182,160.875,yes,no,3,24,1,3,Male,Other
1145,1,0,43.91667,2.8,0.04662429,108.6233,yes,no,0,147,1,1,Male,Black
1146,1,0,24.25,1.6,0.3755244,500.6158,yes,no,0,48,0,1,Male,Other
1147,1,0,29.08333,5.0,0.1619782,674.9092,yes,no,4,3,1,0,Male,Other
1148,1,1,27.75,2.04,0.2145995,364.8192,no,no,0,24,1,10,Male,White
1149,1,0,47.58333,5.04,0.05146786,216.165,no,no,3,47,1,9,Male,Black
1150,0,0,19.83333,1.92,0.000625,0.0,no,no,0,6,0,4,Female,Black
1151,0,0,42.0,3.4,0.0003529412,0.0,yes,no,3,5,1,9,Female,Black
1152,1,0,42.75,3.2,0.1080344,287.7583,yes,no,0,68,1,9,Male,Black
1153,1,0,44.58333,3.1,0.1251213,323.0633,yes,no,0,75,1,5,Male,White
1154,1,0,35.83333,1.8829,0.1364475,214.0975,no,no,1,3,1,12,Female,White
1155,1,0,21.83333,2.4,0.08191958,163.8392,no,no,0,105,0,1,Male,Other
1156,1,0,25.91667,3.0,0.061896,154.74,yes,no,0,40,1,16,Male,Other
1157,0,0,40.91667,1.84,0.0006521739,0.0,no,yes,2,18,1,0,Female,Black
1158,1,0,35.83333,2.5,0.0791488,164.81,yes,no,1,42,0,11,Male,White
1159,1,0,31.0,5.112,0.02974648,126.3867,yes,no,2,16,1,19,Male,White
1160,1,0,51.66667,2.5,0.0193976,39.91167,yes,no,0,138,0,3,Male,White
1161,1,0,34.0,5.4,0.07138018,321.2108,yes,no,3,24,1,4,Male,Other
1162,0,2,30.58333,2.5,0.0004799999999999,0.0,no,no,0,12,1,18,Female,White
1163,1,0,33.33333,2.1,0.1308376,228.9658,no,no,0,6,0,0,Male,White
1164,1,1,32.75,6.0,0.08980783,449.0392,no,no,0,6,0,17,Male,White
1165,1,0,26.08333,1.56,0.06123782,79.60916999999999,no,no,2,13,1,13,Male,White
1166,1,0,31.91667,4.07,0.06885749,233.0417,no,no,0,12,1,14,Male,Other
1167,1,1,20.58333,2.7,0.118307,266.1908,no,no,0,147,1,22,Female,White
1168,1,0,23.41667,2.04,0.1200515,204.0875,yes,no,0,7,1,12,Female,Black
1169,1,0,60.25,2.8,0.04372321,101.8542,yes,no,3,232,1,7,Male,Black
1170,1,0,24.83333,6.2,0.1706156,881.2642,no,no,0,12,1,7,Male,Other
1171,1,0,30.16667,2.19,0.4874438,889.585,no,no,0,6,1,0,Male,Other
1172,1,0,29.33333,3.2,0.05367281,142.8775,no,no,0,36,0,6,Male,White
1173,1,0,48.16667,2.3,0.2265,434.125,yes,no,0,72,0,2,Male,White
1174,1,0,25.25,1.76,0.1375511,201.6583,no,no,0,28,1,12,Male,Black
1175,0,0,69.75,1.8,0.0006666667,0.0,yes,no,0,528,0,5,Female,Other
1176,1,0,53.25,3.96,0.002424242,7.0833330000000005,yes,no,1,180,0,5,Female,White
1177,1,0,54.08333,2.5,0.009122,18.25417,yes,no,1,102,0,13,Male,Other
1178,1,0,32.0,2.28,0.06735965,127.9833,yes,no,0,48,0,15,Female,Other
1179,1,0,33.75,2.5,0.0775176,161.1617,yes,no,1,30,1,6,Female,White
1180,1,0,23.16667,2.6,0.8245508,1786.277,no,no,0,4,1,0,Female,Other
1181,1,0,24.75,2.2,0.1550486,284.2558,yes,no,0,36,1,6,Male,White
1182,1,4,40.41667,2.448,0.2090833,426.4467,yes,no,1,41,1,12,Female,Other
1183,0,2,48.25,6.8,0.0001764706,0.0,yes,yes,1,56,0,20,Female,White
1184,0,0,35.83333,4.5,0.0002666667,0.0,yes,no,6,6,0,0,Female,Other
1185,1,0,49.66667,4.96,0.1054817,435.9908,yes,no,4,168,1,7,Male,White
1186,1,0,34.66667,5.0,0.0140793999999999,58.080830000000006,yes,no,4,6,1,0,Male,White
1187,1,0,34.91667,2.1,0.05904476,103.3283,no,no,2,49,1,4,Female,White
1188,1,0,47.33333,10.4,0.2309477,2001.547,yes,no,2,9,0,0,Male,Black
1189,0,0,19.5,1.56,0.0007692308,0.0,yes,no,0,46,0,3,Female,Other
1190,0,9,30.33333,2.3,0.0005217391,0.0,no,yes,3,15,1,9,Male,White
1191,0,0,40.0,4.9875,0.0002406015,0.0,yes,no,2,32,1,16,Female,White
1192,0,6,35.25,5.6335,0.0002130113999999,0.0,yes,no,3,18,0,10,Male,Black
1193,0,0,23.75,1.672,0.0007177034,0.0,no,no,0,27,1,0,Female,Other
1194,1,0,0.75,1.6,0.1541905999999999,205.2542,no,no,0,1,1,9,Male,Other
1195,1,0,24.83333,1.51,0.205298,258.1667,yes,no,0,30,1,2,Male,White
1196,1,0,38.75,2.8463,0.007026666,15.833329999999998,yes,no,1,120,1,16,Female,Other
1197,1,0,24.91667,2.3,0.08519435,163.0392,no,no,0,26,1,7,Male,Black
1198,1,0,25.33333,3.0,0.1900073,475.0183,no,no,0,10,0,0,Male,Other
1199,1,1,23.25,2.2,0.2345391,429.905,yes,no,0,228,0,9,Female,White
1200,1,0,49.83333,0.21,0.2718571,47.24166,yes,no,2,42,1,1,Male,White
1201,1,0,37.08333,2.8,0.1699286,396.5,no,no,0,36,1,23,Female,Other
1202,0,0,20.16667,1.8,0.0006666667,0.0,no,no,0,4,0,1,Female,Black
1203,0,2,24.58333,2.2,0.0005454546,0.0,no,no,0,6,1,8,Male,Black
1204,1,1,28.5,3.0,0.029469,73.1725,no,no,0,51,1,5,Female,Black
1205,1,0,45.58333,2.4,0.01216667,23.58333,yes,no,2,122,1,11,Female,White
1206,0,0,20.58333,1.2,0.001,0.0,no,yes,1,24,1,0,Female,Black
1207,1,0,54.25,6.8,0.1005738,569.9183,no,no,0,24,1,15,Male,White
1208,1,0,24.58333,1.5,0.01972267,24.07,no,no,0,28,1,5,Male,White
1209,1,0,31.91667,2.7,0.1151311,258.8783,no,no,0,19,1,0,Female,Other
1210,1,1,43.75,3.5,0.1329033999999999,387.2183,yes,no,3,180,0,19,Male,White
1211,0,0,31.91667,2.1,0.0005714286,0.0,no,no,2,60,1,2,Female,Black
1212,1,0,22.83333,2.5,0.4028644,839.3008,no,no,0,4,1,1,Male,White
1213,1,0,28.08333,5.47,0.02919232,133.0683,yes,no,3,18,1,0,Female,Other
1214,0,0,27.58333,2.35,0.0005106383,0.0,no,no,3,6,1,0,Female,Other
1215,1,0,22.08333,1.65,0.04985151,68.54583000000001,no,no,0,36,1,3,Male,Other
1216,1,0,34.16667,9.2,0.08662446,664.1208,yes,no,5,81,1,7,Male,White
1217,1,1,54.66667,7.29,0.1065361,647.2067,yes,no,2,78,1,9,Male,White
1218,1,0,32.91667,2.72,0.1776717,402.7225,no,no,1,6,1,8,Male,White
1219,1,0,40.0,3.624,0.01570033,47.08167,yes,no,3,124,1,19,Male,White
1220,1,0,26.0,5.3,0.05482528,242.145,yes,no,1,24,1,20,Female,Black
1221,1,0,55.25,4.9,0.06697714,273.49,yes,no,2,96,1,17,Male,White
1222,1,0,32.25,3.6208,0.04983705,150.2917,yes,no,3,97,1,13,Female,Other
1223,1,0,38.91667,2.136,0.05966339,106.2008,no,no,1,66,1,14,Male,White
1224,1,0,28.41667,2.5,0.193378,402.7875,yes,no,0,18,1,7,Male,White
1225,0,0,39.58333,0.49,0.00244898,0.0,yes,no,2,100,1,0,Female,Black
1226,1,1,55.58333,4.3,0.03501814,125.4817,yes,no,0,6,1,31,Male,Other
1227,1,0,42.0,6.3,0.04065079,213.0,yes,no,4,72,1,20,Male,White
1228,1,0,21.16667,2.4,0.1008328999999999,201.5825,no,no,0,2,1,5,Male,Other
1229,1,0,33.08333,2.8,0.03015786,70.285,yes,no,1,72,1,20,Female,Black
1230,1,0,37.75,5.0,0.0452946,188.7275,yes,no,4,36,1,25,Male,Other
1231,1,0,28.41667,2.8,0.01421429,32.66667,no,no,0,27,1,19,Female,Other
1232,1,0,31.08333,2.8,0.08684428,202.47,yes,no,3,15,1,17,Male,Other
1233,1,0,30.5,2.65,0.03147661,69.4275,no,no,3,36,1,9,Female,White
1234,0,0,25.25,1.6,0.00075,0.0,no,no,0,12,1,0,Male,Other
1235,0,4,46.91667,2.1,0.0005714286,0.0,no,no,0,25,0,3,Female,White
1236,0,0,36.16667,2.408,0.0004983389,0.0,no,no,4,14,1,0,Female,White
1237,0,1,52.75,3.1,0.0003870968,0.0,yes,no,2,75,1,9,Female,Other
1238,1,0,34.16667,2.616,0.03886773,84.73167,no,no,2,3,1,12,Male,Other
1239,0,0,53.0,11.0,0.0001090909,0.0,yes,yes,0,429,1,0,Female,White
1240,1,0,22.33333,1.8,0.05342556,80.055,no,no,0,48,0,1,Female,Other
1241,1,0,30.0,2.5,0.0210495999999999,43.43667,yes,no,3,50,1,14,Male,White
1242,1,0,25.16667,1.8,0.09530056,142.9508,no,no,0,24,0,4,Male,Black
1243,0,0,21.08333,2.7268,0.0004400762999999,0.0,no,no,1,18,1,0,Female,White
1244,0,0,22.91667,2.05,0.0005853659,0.0,no,no,0,42,0,4,Female,White
1245,1,0,40.66667,5.05,0.02842812,119.3017,yes,no,0,128,1,10,Male,Other
1246,0,2,33.83333,3.8,0.0003157895,0.0,yes,no,0,153,1,11,Female,Black
1247,0,1,35.16667,4.288,0.0002798507,0.0,yes,no,3,24,0,13,Female,Black
1248,1,0,28.83333,3.6,0.04339778,130.0267,yes,yes,0,56,1,10,Male,White
1249,1,0,30.75,4.3,0.1346951,482.6575,yes,no,4,16,1,7,Male,White
1250,0,0,41.33333,4.44,0.0002702702999999,0.0,yes,no,2,98,1,3,Female,Black
1251,1,0,38.5,2.6,0.3961604,858.3475,no,no,0,33,1,16,Male,Black
1252,0,1,33.75,4.1,0.0002926829,0.0,yes,no,2,22,1,15,Female,Black
1253,0,0,29.08333,2.86,0.0004195804,0.0,no,no,0,38,1,0,Male,White
1254,1,0,27.08333,2.4,0.01679833,33.01333,no,no,0,56,1,1,Male,White
1255,1,0,23.25,1.8,0.03098167,46.05584,no,no,1,4,0,0,Male,Other
1256,1,0,33.83333,1.8,0.1132511,169.8767,no,no,0,4,1,8,Male,Other
1257,1,0,38.16667,5.1,0.02130902,90.06333000000001,no,no,0,60,1,7,Male,White
1258,1,0,35.58333,3.5606,0.1090841,323.5875,no,no,0,12,1,0,Male,White
1259,1,0,30.41667,4.15,0.1505325,520.3417,no,no,1,16,1,4,Male,Other
1260,0,0,31.58333,2.0237,0.0005929733,0.0,no,no,0,14,1,3,Female,Black
1261,1,0,23.0,1.8,0.111475,167.2125,no,no,0,6,1,0,Male,White
1262,1,1,25.25,2.9,0.08686655,209.8442,no,no,0,276,1,6,Male,White
